user_000004	2009-04-30T16:30:20Z	1cc5e789-3486-4a1b-8a38-fa2b59f4634e	Fight Like Apes	ae8766e5-d748-4743-ae56-6de5ea26f6df	Lend Me Your Face
user_000004	2009-04-19T13:52:05Z	8f389bf5-a950-4a2f-a962-daf08151ee33	Waldeck	10aca7b8-1c91-4515-aeed-a18682623ea5	Make My Day
user_000004	2009-04-19T13:48:09Z	8f389bf5-a950-4a2f-a962-daf08151ee33	Waldeck	5e9e90f2-490d-4a2d-b807-6e7c91ef990f	Addicted
user_000004	2009-04-19T13:43:19Z	1582a5b8-538e-45e7-9ae4-4099439a0e79	Ben Harper	4dac95c9-f936-4f9a-9eee-de6cb90febe0	My Father'S House
user_000004	2009-04-19T13:38:46Z	bbe94033-40e5-4350-abe6-ac5af4c24079	増田俊郎		Naruto - 2Nd Opening
user_000004	2009-04-19T13:34:51Z	3f06695e-5308-48ef-b3eb-e1f8ac6ef299	Aqueduct	2747cd3d-7b49-45f3-bfc0-ffec4374d1bf	Hardcore Days & Softcore Nights
user_000004	2009-04-19T13:32:44Z	e77b7ecf-c417-4124-b255-a3a927bb604e	April March	b6ab6a5b-48ea-438a-9f57-ef2e3c1c3960	Laisse Tomber Les Filles
user_000004	2009-04-19T13:29:03Z	608c45b4-974a-4a10-a9e7-3a9824ea7742	Miss Li	8ac766ad-4b10-4c2d-bc59-c518cadd8136	Don'T Try To Fool Me
user_000004	2009-04-19T13:27:26Z	f4ce1143-80c3-4adf-90ec-0a633dfb664c	Linus Of Hollywood	4940fa77-08f7-44d6-ae9d-9726b53fcbe8	Thank You For Making Me Feel...Better
user_000004	2009-04-19T13:23:45Z	13487087-6297-467e-a96a-56ae35c5002e	Akeboshi		Wind [Naruto Full Ending]
user_000004	2009-04-19T13:19:27Z	cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493	Adele	84c00aff-b2cf-4bf7-a2e3-9460820efb03	Best For Last
user_000004	2009-04-19T13:14:06Z	c3477250-bc5f-44e9-aa0a-144dd2d7a935	The Dø	0476dc62-2b58-43fe-96b3-49b76ba17a08	On My Shoulders
user_000004	2009-04-19T13:09:46Z	ccd4426f-aef3-48e3-b04e-2e1de3d1f8d6	A Fine Frenzy	25b2e350-37c5-4c8b-a3b2-d0d57259610e	You Picked Me
user_000004	2009-04-19T13:04:26Z	ca1dcba2-792c-4550-abf2-7b45396e81ca	Bôa	98452c25-d473-47ac-a195-f3376a2a67c7	Duvet (Remix)
user_000004	2009-04-19T11:17:16Z	b9c87d34-e3d3-4b29-bc17-aaa91c7d5a06	Wolfsheim	fad1158a-08eb-4403-8edd-7ff2168f0a96	Lovesong
user_000004	2009-04-09T13:47:15Z	777a21a8-0d0f-4cf3-86b4-65bc0eba5649	Staind		Black Rain
user_000004	2009-04-09T13:13:08Z	777a21a8-0d0f-4cf3-86b4-65bc0eba5649	Staind		Black Rain
user_000004	2009-04-09T13:09:01Z	b38225b8-8e5f-42aa-bcdc-7bae5b5bdab3	King Crimson	836b188d-06c2-4db2-94e9-386d47db50b7	Dinosaur
user_000004	2009-04-09T13:03:17Z	b38225b8-8e5f-42aa-bcdc-7bae5b5bdab3	King Crimson	830d43d6-40cc-4199-85cc-f44f804a6de3	I Talk To The Wind
user_000004	2009-04-09T12:52:04Z	777a21a8-0d0f-4cf3-86b4-65bc0eba5649	Staind		Black Rain
user_000004	2009-04-09T12:49:50Z	078a9376-3c04-4280-b7d7-b20e158f345d	A Perfect Circle	5ca13249-26da-47bd-bba7-80c2efebe9cd	People Are People
user_000004	2009-04-09T12:45:40Z	078a9376-3c04-4280-b7d7-b20e158f345d	A Perfect Circle	fdfe307f-ab7d-464a-9b27-cf1a4b6694ac	Passive
user_000004	2009-04-09T12:41:16Z	078a9376-3c04-4280-b7d7-b20e158f345d	A Perfect Circle	2e927cff-396a-4ec1-899f-b7abea2830d2	Breña
user_000004	2009-04-09T12:34:39Z	777a21a8-0d0f-4cf3-86b4-65bc0eba5649	Staind		Black Rain
user_000004	2009-04-09T12:30:47Z	777a21a8-0d0f-4cf3-86b4-65bc0eba5649	Staind		Black Rain
user_000004	2009-04-09T12:26:55Z	777a21a8-0d0f-4cf3-86b4-65bc0eba5649	Staind		Black Rain
user_000004	2009-04-07T17:12:43Z	20aa23e3-3532-42ca-acf6-e8c2e9df2688	Anathema	e9eb94a4-250d-479c-8651-0da55eb7f606	Are You There?
user_000004	2009-04-07T14:22:35Z	ca1dcba2-792c-4550-abf2-7b45396e81ca	Bôa	98452c25-d473-47ac-a195-f3376a2a67c7	Duvet (Remix)
user_000004	2009-04-07T14:17:08Z	696d8523-39a0-44e2-9add-afaa183a2f46	Sneaker Pimps	c9d814c3-0685-4e89-9a45-36999cad42bc	Perfect One
user_000004	2009-04-07T12:00:15Z	083b3a38-13c6-428f-9e02-6c306afa5761	Eisley	12ce01ab-f731-452f-8382-d9cf6d755778	Pretender
user_000004	2009-04-07T11:49:25Z	18191eea-369f-42e8-96ab-c1c24e4d0011	いきものがかり		Blue Bird - Naruto Shippuden - 3Rd Opening
user_000004	2009-03-29T15:32:01Z	9de8f66e-3cd1-4f11-8328-38200f0612b0	Doves	7524a02d-8636-4523-ad01-1872505aa059	Kingdom Of Rust (Instrumental)
user_000004	2009-03-29T15:26:49Z	9de8f66e-3cd1-4f11-8328-38200f0612b0	Doves	7524a02d-8636-4523-ad01-1872505aa059	Kingdom Of Rust (Instrumental)
user_000004	2009-03-29T10:45:59Z	9de8f66e-3cd1-4f11-8328-38200f0612b0	Doves	7524a02d-8636-4523-ad01-1872505aa059	Kingdom Of Rust (Instrumental)
user_000004	2009-03-29T10:40:45Z	9de8f66e-3cd1-4f11-8328-38200f0612b0	Doves	7524a02d-8636-4523-ad01-1872505aa059	Kingdom Of Rust (Instrumental)
