user_000005	2009-05-04T21:54:33Z	8f614665-3418-4ca8-aa6a-737b4636b995	Carl Cox		If I Fall (Would You Let Me?)
user_000005	2009-05-04T21:47:12Z	b09b5127-c62e-4bb2-b790-1e4aa18749ed	Armand Van Helden	01e8f999-305e-4975-8a86-57e5cab28407	Hear My Name (Serge Santiágo Remix)
user_000005	2009-05-04T21:19:55Z	b09b5127-c62e-4bb2-b790-1e4aa18749ed	Armand Van Helden	f165d9de-9126-498b-b13c-c0be80cfdeed	Hear My Name (Original Club Mix)
user_000005	2009-05-04T08:46:22Z	664a8867-2e24-4d05-9bae-de5f7b16f17b	M.A.N.D.Y. Vs. Booka Shade	a6f039df-62ca-4e81-a41c-bb1b2a207e59	Body Language
user_000005	2009-05-04T08:39:28Z	1946a82a-f927-40c2-8235-38d64f50d043	The Chemical Brothers	685b8ded-b390-4d4d-9001-d9d926db4da4	The Test
user_000005	2009-05-01T17:01:25Z		Perfecto Presents		Paul Oakenfold In Ibiza (Cd1)
user_000005	2009-05-01T15:03:06Z	315a3523-c8ef-4445-83d7-2d9acd38d1ff	Dj Hype		Live On Kiss100 27/03/2005
user_000005	2009-05-01T14:57:58Z	2da9b8e3-e2de-4599-aa30-bf47e35e3fc0	Madcon	af5297b4-f971-487f-b65e-dc77c43aedff	Beggin
user_000005	2009-05-01T14:54:23Z	2da9b8e3-e2de-4599-aa30-bf47e35e3fc0	Madcon	af5297b4-f971-487f-b65e-dc77c43aedff	Beggin
user_000005	2009-05-01T14:50:48Z	2da9b8e3-e2de-4599-aa30-bf47e35e3fc0	Madcon	af5297b4-f971-487f-b65e-dc77c43aedff	Beggin
user_000005	2009-05-01T14:47:12Z	2da9b8e3-e2de-4599-aa30-bf47e35e3fc0	Madcon	af5297b4-f971-487f-b65e-dc77c43aedff	Beggin
user_000005	2009-05-01T14:43:37Z	2da9b8e3-e2de-4599-aa30-bf47e35e3fc0	Madcon	af5297b4-f971-487f-b65e-dc77c43aedff	Beggin
user_000005	2009-05-01T14:40:02Z	2da9b8e3-e2de-4599-aa30-bf47e35e3fc0	Madcon	af5297b4-f971-487f-b65e-dc77c43aedff	Beggin
user_000005	2009-05-01T14:36:26Z	2da9b8e3-e2de-4599-aa30-bf47e35e3fc0	Madcon	af5297b4-f971-487f-b65e-dc77c43aedff	Beggin
user_000005	2009-05-01T14:32:51Z	2da9b8e3-e2de-4599-aa30-bf47e35e3fc0	Madcon	af5297b4-f971-487f-b65e-dc77c43aedff	Beggin
user_000005	2009-05-01T14:29:16Z	2da9b8e3-e2de-4599-aa30-bf47e35e3fc0	Madcon	af5297b4-f971-487f-b65e-dc77c43aedff	Beggin
user_000005	2009-05-01T14:25:47Z	2da9b8e3-e2de-4599-aa30-bf47e35e3fc0	Madcon	af5297b4-f971-487f-b65e-dc77c43aedff	Beggin
user_000005	2009-04-28T19:57:12Z		Cd Pool		Bastian / You'Ve Got My Love (Chocolate Puma Vocal Mix)
user_000005	2009-04-28T10:52:56Z	aabb1d9f-be12-45b3-a84d-a1fc3e8181fd	Tiësto		Live At United Respect (Essen)-Sat-01-18-2009
user_000005	2009-04-28T10:25:31Z	9fa0e4be-4cd9-43fb-8b20-ad07c15b3b97	Guru Josh Project		Live At United Respect Essen-01-18-Sat-2009
user_000005	2009-04-28T09:29:08Z	b09b5127-c62e-4bb2-b790-1e4aa18749ed	Armand Van Helden		Live At United Respect (Essen)-Sat-01-18-2009
user_000005	2009-04-28T09:24:37Z	c98d40fd-f6cf-4b26-883e-eaa515ee2851	The Cranberries	c181fb92-5699-43ee-9f6e-c7ddc338aea3	Linger
user_000005	2009-04-28T09:19:55Z	265f242e-cf4e-4fbe-a3fe-43112387172f	Télépopmusik	7bcf8f24-38bb-4e27-87a8-8e036854f8cc	Breathe
user_000005	2009-04-27T22:40:54Z	2d44d331-e622-4242-9e5e-0146dbfc328e	Martijn Ten Velden & Lucien Foort	d45d917e-d4a1-4cc2-9fea-66be069b1eba	Bleeep! (Original Mix)
user_000005	2009-04-27T22:36:41Z	3de58089-b9f0-4999-b405-ed17237b5cf2	Something Brothers		Martin Solveig
user_000005	2009-04-27T22:32:41Z	79239441-bfd5-4981-a70c-55c3f15c1287	Madonna	a54de956-3d99-4a91-be34-96a75a8b64b3	Get Together
user_000005	2009-04-27T22:26:39Z	79239441-bfd5-4981-a70c-55c3f15c1287	Madonna	b1cfa88d-7678-4936-9db9-a1d97aba225f	Sorry (Man With Guitar Mix)
user_000005	2009-04-27T22:22:49Z	664a8867-2e24-4d05-9bae-de5f7b16f17b	M.A.N.D.Y. Vs. Booka Shade	a6f039df-62ca-4e81-a41c-bb1b2a207e59	Body Language
user_000005	2009-04-27T22:10:58Z	1577f48a-dc2d-45f1-b7ac-64c25b44bca8	Kurd Maverick	56c5f699-ecfa-453a-beff-2c0915a789b3	The Rub (I Never Rock)
user_000005	2009-04-27T22:04:30Z	e5a2f764-9c8e-4fd0-96c1-87a28f685d21	Kid Creme & Bashiyra		The Game (Kid’S Voodoo Mix)
user_000005	2009-04-27T22:00:15Z	e96ab876-83bc-4f5d-98da-91dc8589acbc	Junior Jack	b3674581-30c9-4954-8002-e13c6f7416b1	Thrill Me
user_000005	2009-04-27T21:50:13Z	e9a3979b-ac95-475d-8aa3-d81fd9cce397	John Digweed & Nick Muir		Stark Raving Mad - Disc One
user_000005	2009-04-27T21:44:00Z	4c053636-f8e8-4bc7-91f2-51393944053a	Joe T. Vannelli		Get It On (Summer Love)
user_000005	2009-04-27T21:38:44Z	94ec4e28-3b03-4cbc-ba98-2b83bac65a3b	Funkagenda	41926cf7-39a1-4a13-a982-78b831b0a01f	Le Souk
user_000005	2009-04-27T21:33:43Z	b847e9d2-c931-4daf-900c-42c7b2c42e16	Front Line Assembly		Justify My Love (Madonna Cover
user_000005	2009-04-27T21:28:24Z	c0bbc0ad-9fee-42fe-9419-89a72881afde	Freeform Five	ccb3f033-6a1d-4349-bbdc-371e2ecf8eef	Electromagnetic
