user_000010	2009-05-04T20:03:14Z	66c662b6-6e2f-4930-8610-912e24c63ed1	Ac/Dc	2e1c835c-ddfc-413a-835c-6a35c7d15d66	Black Ice
user_000010	2009-05-04T10:48:06Z	8f266b79-a3d5-405c-a6e3-33702c96c015	Robin Fox	62a9959d-6c3e-4c59-b94a-3a2e53bce80b	I See Stars (Dj Sharaz'S Night Sky Remix)
user_000010	2009-05-04T10:40:55Z		Bubba Sparxxx Feat. Big Boi And Killer Mike		Ms. New Booty-(Remix) W Hip-Hop Stacja
user_000010	2009-05-04T06:48:37Z		Bubba Sparxxx Feat. Big Boi And Killer Mike		Ms. New Booty-(Remix) W Hip-Hop Stacja
user_000010	2009-05-03T19:59:53Z		Bubba Sparxxx Feat. Big Boi And Killer Mike		Ms. New Booty-(Remix) W Hip-Hop Stacja
user_000010	2009-05-02T15:22:08Z		Bubba Sparxxx Feat. Big Boi And Killer Mike		Ms. New Booty-(Remix) W Hip-Hop Stacja
user_000010	2009-05-02T07:32:18Z		Bubba Sparxxx Feat. Big Boi And Killer Mike		Ms. New Booty-(Remix) W Hip-Hop Stacja
user_000010	2009-05-01T13:35:26Z		Bubba Sparxxx Feat. Big Boi And Killer Mike		Ms. New Booty-(Remix) W Hip-Hop Stacja
user_000010	2009-05-01T00:26:29Z	5b8b70a6-a2df-475f-9b48-59f786909c59	Mash Up		Moving On Up (Prezioso & Marvin Mix)
user_000010	2009-05-01T00:23:07Z		Pitbull Feat. Pharrell		Blanco
user_000010	2009-05-01T00:19:18Z		Pitbull Feat. Lil Jon		Krazy
user_000010	2009-05-01T00:12:18Z	1dafd27e-3c95-47e2-a45a-a692c7bc3b90	Pezet-Noon	b4f6e1d6-f28b-4afe-a389-0778e809d066	Seniorita (Gorąca Krew)
user_000010	2009-04-30T19:15:45Z	6ea13672-597d-4be3-9643-bdc8bb9b45c3	Solarscape		Alive (Hydroid Presents Phnx Remix)
user_000010	2009-04-30T19:10:21Z	8f266b79-a3d5-405c-a6e3-33702c96c015	Robin Fox	62a9959d-6c3e-4c59-b94a-3a2e53bce80b	I See Stars (Dj Sharaz'S Night Sky Remix)
user_000010	2009-04-30T19:02:38Z	b1797662-484f-4803-a6c8-c16baaebf399	Yoshimoto	ae7375cd-56de-487b-a162-859b67abb49b	Du What U Du (Trentemoller Mix)
user_000010	2009-04-30T18:59:00Z	8efb78e6-9401-4f54-902b-57e9c3b54e64	Trick Daddy	ee154a3f-417d-4717-b873-59b5da9d081c	Represent
user_000010	2009-04-30T18:56:10Z	c7c4c86b-e3c4-48a0-a923-763958dd7023	Sunrider		Fable 09 (Dave Darell Radio Edit)
user_000010	2009-04-30T18:49:28Z	5b8b70a6-a2df-475f-9b48-59f786909c59	Mash Up		Moving On Up (Prezioso & Marvin Mix)
user_000010	2009-04-30T18:46:06Z		Pitbull Feat. Pharrell		Blanco
user_000010	2009-04-30T18:42:17Z		Pitbull Feat. Lil Jon		Krazy
user_000010	2009-04-30T18:35:13Z	1dafd27e-3c95-47e2-a45a-a692c7bc3b90	Pezet-Noon	b4f6e1d6-f28b-4afe-a389-0778e809d066	Seniorita (Gorąca Krew)
user_000010	2009-04-30T18:31:27Z	3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5	N.E.R.D.	caf7211c-9f6d-4be1-ae90-bb1ff5bbd46f	Rockstar (Jason Nevins Remix)
user_000010	2009-04-30T18:27:56Z	3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5	N.E.R.D.	943eaf0e-65a0-4c23-a2c4-8c6527cd2a49	Lapdance
user_000010	2009-04-30T18:23:33Z	1cfe52d7-181a-4b3a-8041-d8bf9ccef57b	Mystikal	bf2761fe-8b4d-4cc8-bdea-0ccda7c3fed1	Shake Ya Ass
user_000010	2009-04-30T18:17:21Z	bf2618fc-0c53-447d-9527-c7eb9c6cb001	Mack	51d4c622-684d-44af-ac78-fc488f94bad6	Return Of The Mack 2009 (Spencer & Hill Remix)
user_000010	2009-04-30T18:13:55Z	1239d1bc-cc09-43e0-bcd0-374f60346138	Kelis	b9cecd74-d256-4499-be54-71f0006a2505	Trick Me
user_000010	2009-04-30T18:10:19Z	f4d4b515-0b74-423f-a161-db184330c37c	Gym Class Heroes	50109ac1-6568-4153-bbe9-778ba44b320f	Cookie Jar
user_000010	2009-04-30T18:05:05Z		Dj Omen		Party One ( Dj Marcus 2008 Dub Mix )
user_000010	2009-04-30T17:56:49Z	40c7bb3a-d94a-42f2-afe9-54f605307b10	Deepsky	7b1af198-5dd8-47ba-90ba-d68d4f6357c2	Ghost (Filo & Peri Remix)
user_000010	2009-04-30T17:52:02Z	1946a82a-f927-40c2-8235-38d64f50d043	The Chemical Brothers		Hey Morumbi (Avicii Bootleg)[Cmf-Team.Info]
user_000010	2009-04-30T17:44:29Z	3db1ce27-94ca-46b3-a1aa-a880db52b32c	Audioholics		External Key (Gabriel & Dresden Aka. Andain Vocal Reconstruction)
user_000010	2009-04-30T17:38:07Z	31b91e70-afdc-4c55-9d2a-6e69412492b2	The Sound System		Dreamscape
user_000010	2009-04-30T17:32:40Z	4a4ee089-93b1-4470-af9a-6ff575d32704	The Prodigy	d44a768d-f3c4-4460-8ede-c73e43ffd2fa	Stand Up
